entrez-gene-symbol	disease_name
SMAD4	Tumour predisposition - childhood onset
SMARCA4	Tumour predisposition - childhood onset
SMARCB1	Tumour predisposition - childhood onset
SOS1	Tumour predisposition - childhood onset
STK11	Tumour predisposition - childhood onset
SUFU	Tumour predisposition - childhood onset
TERC	Tumour predisposition - childhood onset
TERT	Tumour predisposition - childhood onset
TP53	Tumour predisposition - childhood onset
TRIM28	Tumour predisposition - childhood onset
TRIM37	Tumour predisposition - childhood onset
TRIP13	Tumour predisposition - childhood onset
TSC1	Tumour predisposition - childhood onset
TSC2	Tumour predisposition - childhood onset
VHL	Tumour predisposition - childhood onset
WRAP53	Tumour predisposition - childhood onset
WRN	Tumour predisposition - childhood onset
WT1	Tumour predisposition - childhood onset
XPA	Tumour predisposition - childhood onset
XPC	Tumour predisposition - childhood onset
ABCD1	Hereditary spastic paraplegia - childhood onset
ADAR	Hereditary spastic paraplegia - childhood onset
AFG3L2	Hereditary spastic paraplegia - childhood onset
AIMP1	Hereditary spastic paraplegia - childhood onset
ALDH18A1	Hereditary spastic paraplegia - childhood onset
ALS2	Hereditary spastic paraplegia - childhood onset
AP4B1	Hereditary spastic paraplegia - childhood onset
AP4E1	Hereditary spastic paraplegia - childhood onset
AP4M1	Hereditary spastic paraplegia - childhood onset
AP4S1	Hereditary spastic paraplegia - childhood onset
AP5Z1	Hereditary spastic paraplegia - childhood onset
ARG1	Hereditary spastic paraplegia - childhood onset
ATL1	Hereditary spastic paraplegia - childhood onset
ATP13A2	Hereditary spastic paraplegia - childhood onset
B4GALNT1	Hereditary spastic paraplegia - childhood onset
BSCL2	Hereditary spastic paraplegia - childhood onset
C12orf65	Hereditary spastic paraplegia - childhood onset
C19orf12	Hereditary spastic paraplegia - childhood onset
CAPN1	Hereditary spastic paraplegia - childhood onset
CPT1C	Hereditary spastic paraplegia - childhood onset
CYP27A1	Hereditary spastic paraplegia - childhood onset
CYP2U1	Hereditary spastic paraplegia - childhood onset
CYP7B1	Hereditary spastic paraplegia - childhood onset
DARS	Hereditary spastic paraplegia - childhood onset
DDHD1	Hereditary spastic paraplegia - childhood onset
DDHD2	Hereditary spastic paraplegia - childhood onset
ENTPD1	Hereditary spastic paraplegia - childhood onset
ERLIN1	Hereditary spastic paraplegia - childhood onset
ERLIN2	Hereditary spastic paraplegia - childhood onset
FA2H	Hereditary spastic paraplegia - childhood onset
FARS2	Hereditary spastic paraplegia - childhood onset
FXN	Hereditary spastic paraplegia - childhood onset
GBA2	Hereditary spastic paraplegia - childhood onset
GCH1	Hereditary spastic paraplegia - childhood onset
HACE1	Hereditary spastic paraplegia - childhood onset
KCNA2	Hereditary spastic paraplegia - childhood onset
KDM5C	Hereditary spastic paraplegia - childhood onset
KIDINS220	Hereditary spastic paraplegia - childhood onset
KIF1A	Hereditary spastic paraplegia - childhood onset
KIF1C	Hereditary spastic paraplegia - childhood onset
KIF5A	Hereditary spastic paraplegia - childhood onset
L1CAM	Hereditary spastic paraplegia - childhood onset
NIPA1	Hereditary spastic paraplegia - childhood onset
NKX6-2	Hereditary spastic paraplegia - childhood onset
NT5C2	Hereditary spastic paraplegia - childhood onset
OPA3	Hereditary spastic paraplegia - childhood onset
PCYT2	Hereditary spastic paraplegia - childhood onset
PLP1	Hereditary spastic paraplegia - childhood onset
PNPLA6	Hereditary spastic paraplegia - childhood onset
POLR3A	Hereditary spastic paraplegia - childhood onset
REEP1	Hereditary spastic paraplegia - childhood onset
REEP2	Hereditary spastic paraplegia - childhood onset
RTN2	Hereditary spastic paraplegia - childhood onset
SACS	Hereditary spastic paraplegia - childhood onset
SERAC1	Hereditary spastic paraplegia - childhood onset
SLC16A2	Hereditary spastic paraplegia - childhood onset
SLC1A4	Hereditary spastic paraplegia - childhood onset
SLC2A1	Hereditary spastic paraplegia - childhood onset
SPART	Hereditary spastic paraplegia - childhood onset
SPAST	Hereditary spastic paraplegia - childhood onset
SPG11	Hereditary spastic paraplegia - childhood onset
SPG21	Hereditary spastic paraplegia - childhood onset
SPG7	Hereditary spastic paraplegia - childhood onset
TFG	Hereditary spastic paraplegia - childhood onset
TUBB4A	Hereditary spastic paraplegia - childhood onset
UBAP1	Hereditary spastic paraplegia - childhood onset
UCHL1	Hereditary spastic paraplegia - childhood onset
WASHC5	Hereditary spastic paraplegia - childhood onset
WDR45B	Hereditary spastic paraplegia - childhood onset
ZFYVE26	Hereditary spastic paraplegia - childhood onset
DUOX2	Congenital hypothyroidism
DUOXA2	Congenital hypothyroidism
FOXE1	Congenital hypothyroidism
GLIS3	Congenital hypothyroidism
GNAS	Congenital hypothyroidism
HESX1	Congenital hypothyroidism
IGSF1	Congenital hypothyroidism
IRS4	Congenital hypothyroidism
IYD	Congenital hypothyroidism
LHX3	Congenital hypothyroidism
LHX4	Congenital hypothyroidism
NKX2-1	Congenital hypothyroidism
OTX2	Congenital hypothyroidism
PAX8	Congenital hypothyroidism
POU1F1	Congenital hypothyroidism
PRKAR1A	Congenital hypothyroidism
PROP1	Congenital hypothyroidism
SECISBP2	Congenital hypothyroidism
SLC16A2	Congenital hypothyroidism
SLC26A4	Congenital hypothyroidism
SLC26A7	Congenital hypothyroidism
SLC5A5	Congenital hypothyroidism
TBL1X	Congenital hypothyroidism
TG	Congenital hypothyroidism
THRA	Congenital hypothyroidism
THRB	Congenital hypothyroidism
TPO	Congenital hypothyroidism
TRHR	Congenital hypothyroidism
TSHB	Congenital hypothyroidism
TSHR	Congenital hypothyroidism
ACTA1	Distal myopathies
ANO5	Distal myopathies
AR	Distal myopathies
BAG3	Distal myopathies
CNBP	Distal myopathies
CRYAB	Distal myopathies
DES	Distal myopathies
DNAJB6	Distal myopathies
DNM2	Distal myopathies
DYSF	Distal myopathies
FHL1	Distal myopathies
FLNC	Distal myopathies
GNE	Distal myopathies
HSPB1	Distal myopathies
HSPB8	Distal myopathies
LDB3	Distal myopathies
MATR3	Distal myopathies
MYH7	Distal myopathies
MYOT	Distal myopathies
NEB	Distal myopathies
SQSTM1	Distal myopathies
TIA1	Distal myopathies
TTN	Distal myopathies
VCP	Distal myopathies
ALDH1A3	Anophthalmia or microphthalmia
BCOR	Anophthalmia or microphthalmia
BMP4	Anophthalmia or microphthalmia
COL4A1	Anophthalmia or microphthalmia
FOXC1	Anophthalmia or microphthalmia
FOXE3	Anophthalmia or microphthalmia
FRAS1	Anophthalmia or microphthalmia
FREM1	Anophthalmia or microphthalmia
FREM2	Anophthalmia or microphthalmia
GRIP1	Anophthalmia or microphthalmia
HCCS	Anophthalmia or microphthalmia
KMT2D	Anophthalmia or microphthalmia
MAB21L2	Anophthalmia or microphthalmia
MFRP	Anophthalmia or microphthalmia
MYRF	Anophthalmia or microphthalmia
OTX2	Anophthalmia or microphthalmia
PAX2	Anophthalmia or microphthalmia
PAX6	Anophthalmia or microphthalmia
PITX2	Anophthalmia or microphthalmia
PRSS56	Anophthalmia or microphthalmia
RAB18	Anophthalmia or microphthalmia
RAB3GAP1	Anophthalmia or microphthalmia
RAB3GAP2	Anophthalmia or microphthalmia
RARB	Anophthalmia or microphthalmia
RAX	Anophthalmia or microphthalmia
SHH	Anophthalmia or microphthalmia
SIX6	Anophthalmia or microphthalmia
SMO	Anophthalmia or microphthalmia
SMOC1	Anophthalmia or microphthalmia
SOX2	Anophthalmia or microphthalmia
STRA6	Anophthalmia or microphthalmia
TBC1D20	Anophthalmia or microphthalmia
TMEM98	Anophthalmia or microphthalmia
VSX2	Anophthalmia or microphthalmia
B3GALNT2	Congenital muscular dystrophy
B4GAT1	Congenital muscular dystrophy
CHKB	Congenital muscular dystrophy
COL12A1	Congenital muscular dystrophy
COL6A1	Congenital muscular dystrophy
COL6A2	Congenital muscular dystrophy
COL6A3	Congenital muscular dystrophy
DAG1	Congenital muscular dystrophy
DMD	Congenital muscular dystrophy
DMPK	Congenital muscular dystrophy
DOLK	Congenital muscular dystrophy
DPM2	Congenital muscular dystrophy
FHL1	Congenital muscular dystrophy
FKRP	Congenital muscular dystrophy
FKTN	Congenital muscular dystrophy
GMPPB	Congenital muscular dystrophy
INPP5K	Congenital muscular dystrophy
ISPD	Congenital muscular dystrophy
ITGA7	Congenital muscular dystrophy
LAMA2	Congenital muscular dystrophy
LARGE1	Congenital muscular dystrophy
LMNA	Congenital muscular dystrophy
MICU1	Congenital muscular dystrophy
MSTO1	Congenital muscular dystrophy
MYMK	Congenital muscular dystrophy
PLEC	Congenital muscular dystrophy
POMGNT1	Congenital muscular dystrophy
POMGNT2	Congenital muscular dystrophy
POMK	Congenital muscular dystrophy
POMT1	Congenital muscular dystrophy
POMT2	Congenital muscular dystrophy
SELENON	Congenital muscular dystrophy
SIL1	Congenital muscular dystrophy
SYNE1	Congenital muscular dystrophy
TMEM5	Congenital muscular dystrophy
TRAPPC11	Congenital muscular dystrophy
ABCB11	Cholestasis
ABCB4	Cholestasis
ABCC2	Cholestasis
AKR1D1	Cholestasis
ALDOB	Cholestasis
AMACR	Cholestasis
ATP8B1	Cholestasis
BAAT	Cholestasis
BCS1L	Cholestasis
CC2D2A	Cholestasis
CLDN1	Cholestasis
CYP27A1	Cholestasis
CYP7A1	Cholestasis
DCDC2	Cholestasis
FAH	Cholestasis
HSD3B7	Cholestasis
JAG1	Cholestasis
MYO5B	Cholestasis
NOTCH2	Cholestasis
NPC1	Cholestasis
NPC2	Cholestasis
NR1H4	Cholestasis
PEX1	Cholestasis
PEX12	Cholestasis
PEX2	Cholestasis
PEX26	Cholestasis
PEX6	Cholestasis
RPGRIP1L	Cholestasis
SERPINA1	Cholestasis
SLC25A13	Cholestasis
TALDO1	Cholestasis
TJP2	Cholestasis
TMEM67	Cholestasis
UGT1A1	Cholestasis
VIPAS39	Cholestasis
VPS33B	Cholestasis
AAAS	Severe Paediatric Disorders
AARS	Severe Paediatric Disorders
AARS2	Severe Paediatric Disorders
AASS	Severe Paediatric Disorders
ABAT	Severe Paediatric Disorders
ABCA1	Severe Paediatric Disorders
ABCA12	Severe Paediatric Disorders
ABCA3	Severe Paediatric Disorders
ABCA4	Severe Paediatric Disorders
ABCB11	Severe Paediatric Disorders
ABCB4	Severe Paediatric Disorders
ABCB7	Severe Paediatric Disorders
ABCC2	Severe Paediatric Disorders
ABCC6	Severe Paediatric Disorders
ABCC8	Severe Paediatric Disorders
ABCC9	Severe Paediatric Disorders
ABCD1	Severe Paediatric Disorders
ABCD4	Severe Paediatric Disorders
ABCG5	Severe Paediatric Disorders
ABCG8	Severe Paediatric Disorders
ABHD12	Severe Paediatric Disorders
ABHD5	Severe Paediatric Disorders
ABL1	Severe Paediatric Disorders
ACAD8	Severe Paediatric Disorders
ACAD9	Severe Paediatric Disorders
ACADM	Severe Paediatric Disorders
ACADS	Severe Paediatric Disorders
ACADSB	Severe Paediatric Disorders
ACADVL	Severe Paediatric Disorders
ACAN	Severe Paediatric Disorders
ACAT1	Severe Paediatric Disorders
ACE	Severe Paediatric Disorders
ACO2	Severe Paediatric Disorders
ACOX1	Severe Paediatric Disorders
ACP5	Severe Paediatric Disorders
ACSF3	Severe Paediatric Disorders
ACSL4	Severe Paediatric Disorders
ACTA1	Severe Paediatric Disorders
ACTA2	Severe Paediatric Disorders
ACTB	Severe Paediatric Disorders
ACTC1	Severe Paediatric Disorders
ACTG1	Severe Paediatric Disorders
ACTG2	Severe Paediatric Disorders
ACTL6B	Severe Paediatric Disorders
ACTN1	Severe Paediatric Disorders
ACTN4	Severe Paediatric Disorders
ACVR1	Severe Paediatric Disorders
ACVR2B	Severe Paediatric Disorders
ACVRL1	Severe Paediatric Disorders
ACY1	Severe Paediatric Disorders
ADA	Severe Paediatric Disorders
ADA2	Severe Paediatric Disorders
ADAMTS10	Severe Paediatric Disorders
ADAMTS13	Severe Paediatric Disorders
ADAMTS17	Severe Paediatric Disorders
ADAMTSL2	Severe Paediatric Disorders
ADAR	Severe Paediatric Disorders
ADAT3	Severe Paediatric Disorders
ADCY5	Severe Paediatric Disorders
ADD3	Severe Paediatric Disorders
ADGRG1	Severe Paediatric Disorders
ADGRG6	Severe Paediatric Disorders
ADGRV1	Severe Paediatric Disorders
ADK	Severe Paediatric Disorders
ADNP	Severe Paediatric Disorders
ADPRHL2	Severe Paediatric Disorders
ADSL	Severe Paediatric Disorders
AFF2	Severe Paediatric Disorders
AFF4	Severe Paediatric Disorders
AFG3L2	Severe Paediatric Disorders
AGA	Severe Paediatric Disorders
AGK	Severe Paediatric Disorders
AGL	Severe Paediatric Disorders
AGPS	Severe Paediatric Disorders
AGRN	Severe Paediatric Disorders
AGT	Severe Paediatric Disorders
AGTR1	Severe Paediatric Disorders
AGXT	Severe Paediatric Disorders
AHDC1	Severe Paediatric Disorders
AHI1	Severe Paediatric Disorders
AICDA	Severe Paediatric Disorders
AIFM1	Severe Paediatric Disorders
AIMP1	Severe Paediatric Disorders
AIPL1	Severe Paediatric Disorders
AIRE	Severe Paediatric Disorders
AK1	Severe Paediatric Disorders
AK2	Severe Paediatric Disorders
AKR1D1	Severe Paediatric Disorders
AKT1	Severe Paediatric Disorders
AKT3	Severe Paediatric Disorders
ALAD	Severe Paediatric Disorders
ALAS2	Severe Paediatric Disorders
ALB	Severe Paediatric Disorders
ALDH18A1	Severe Paediatric Disorders
ALDH1A3	Severe Paediatric Disorders
ALDH3A2	Severe Paediatric Disorders
ALDH4A1	Severe Paediatric Disorders
ALDH5A1	Severe Paediatric Disorders
ALDH6A1	Severe Paediatric Disorders
ALDH7A1	Severe Paediatric Disorders
ALDOA	Severe Paediatric Disorders
ALDOB	Severe Paediatric Disorders
ALG1	Severe Paediatric Disorders
ALG11	Severe Paediatric Disorders
ALG12	Severe Paediatric Disorders
ALG13	Severe Paediatric Disorders
ALG3	Severe Paediatric Disorders
ALG6	Severe Paediatric Disorders
ALG8	Severe Paediatric Disorders
ALG9	Severe Paediatric Disorders
ALKBH8	Severe Paediatric Disorders
ALMS1	Severe Paediatric Disorders
ALOX12B	Severe Paediatric Disorders
ALOXE3	Severe Paediatric Disorders
ALPL	Severe Paediatric Disorders
ALS2	Severe Paediatric Disorders
ALX1	Severe Paediatric Disorders
ALX3	Severe Paediatric Disorders
ALX4	Severe Paediatric Disorders
AMACR	Severe Paediatric Disorders
AMELX	Severe Paediatric Disorders
AMER1	Severe Paediatric Disorders
AMMECR1	Severe Paediatric Disorders
AMN	Severe Paediatric Disorders
AMPD2	Severe Paediatric Disorders
AMT	Severe Paediatric Disorders
ANK1	Severe Paediatric Disorders
ANKH	Severe Paediatric Disorders
ANKRD11	Severe Paediatric Disorders
ANKRD26	Severe Paediatric Disorders
ANKS6	Severe Paediatric Disorders
ANO10	Severe Paediatric Disorders
ANO3	Severe Paediatric Disorders
ANO5	Severe Paediatric Disorders
ANO6	Severe Paediatric Disorders
ANOS1	Severe Paediatric Disorders
ANTXR1	Severe Paediatric Disorders
ANTXR2	Severe Paediatric Disorders
AP1S1	Severe Paediatric Disorders
AP1S2	Severe Paediatric Disorders
AP2M1	Severe Paediatric Disorders
AP3B1	Severe Paediatric Disorders
AP3B2	Severe Paediatric Disorders
AP3D1	Severe Paediatric Disorders
AP4B1	Severe Paediatric Disorders
AP4E1	Severe Paediatric Disorders
AP4M1	Severe Paediatric Disorders
AP4S1	Severe Paediatric Disorders
AP5Z1	Severe Paediatric Disorders
APC	Severe Paediatric Disorders
APOA1	Severe Paediatric Disorders
APOA5	Severe Paediatric Disorders
APOB	Severe Paediatric Disorders
APOC2	Severe Paediatric Disorders
APOE	Severe Paediatric Disorders
APOPT1	Severe Paediatric Disorders
APRT	Severe Paediatric Disorders
APTX	Severe Paediatric Disorders
AR	Severe Paediatric Disorders
ARCN1	Severe Paediatric Disorders
ARFGEF2	Severe Paediatric Disorders
ARG1	Severe Paediatric Disorders
ARHGAP31	Severe Paediatric Disorders
ARHGDIA	Severe Paediatric Disorders
ARHGEF9	Severe Paediatric Disorders
ARID1A	Severe Paediatric Disorders
ARID1B	Severe Paediatric Disorders
ARID2	Severe Paediatric Disorders
ARL13B	Severe Paediatric Disorders
ARL6	Severe Paediatric Disorders
ARMC4	Severe Paediatric Disorders
ARMC9	Severe Paediatric Disorders
ARPC1B	Severe Paediatric Disorders
ARSA	Severe Paediatric Disorders
ARSB	Severe Paediatric Disorders
ARSE	Severe Paediatric Disorders
ARV1	Severe Paediatric Disorders
ARX	Severe Paediatric Disorders
ASAH1	Severe Paediatric Disorders
ASCC1	Severe Paediatric Disorders
ASH1L	Severe Paediatric Disorders
ASL	Severe Paediatric Disorders
ASNS	Severe Paediatric Disorders
ASPA	Severe Paediatric Disorders
ASPM	Severe Paediatric Disorders
ASS1	Severe Paediatric Disorders
ASXL1	Severe Paediatric Disorders
ASXL2	Severe Paediatric Disorders
ASXL3	Severe Paediatric Disorders
ATAD1	Severe Paediatric Disorders
ATAD3A	Severe Paediatric Disorders
ATCAY	Severe Paediatric Disorders
ATIC	Severe Paediatric Disorders
ATL1	Severe Paediatric Disorders
ATM	Severe Paediatric Disorders
ATN1	Severe Paediatric Disorders
ATP13A2	Severe Paediatric Disorders
ATP1A1	Severe Paediatric Disorders
ATP1A2	Severe Paediatric Disorders
ATP1A3	Severe Paediatric Disorders
ATP2A1	Severe Paediatric Disorders
ATP5D	Severe Paediatric Disorders
ATP6AP1	Severe Paediatric Disorders
ATP6AP2	Severe Paediatric Disorders
ATP6V0A2	Severe Paediatric Disorders
ATP6V1A	Severe Paediatric Disorders
ATP6V1B1	Severe Paediatric Disorders
ATP6V1B2	Severe Paediatric Disorders
ATP7A	Severe Paediatric Disorders
ATP7B	Severe Paediatric Disorders
ATP8B1	Severe Paediatric Disorders
ATR	Severe Paediatric Disorders
ATRX	Severe Paediatric Disorders
ATXN1	Severe Paediatric Disorders
ATXN10	Severe Paediatric Disorders
ATXN2	Severe Paediatric Disorders
ATXN3	Severe Paediatric Disorders
ATXN7	Severe Paediatric Disorders
AUH	Severe Paediatric Disorders
AUTS2	Severe Paediatric Disorders
AVPR2	Severe Paediatric Disorders
B2M	Severe Paediatric Disorders
B3GALNT2	Severe Paediatric Disorders
B3GALT6	Severe Paediatric Disorders
B3GAT3	Severe Paediatric Disorders
B3GLCT	Severe Paediatric Disorders
B4GALNT1	Severe Paediatric Disorders
B4GALT1	Severe Paediatric Disorders
B4GALT7	Severe Paediatric Disorders
B4GAT1	Severe Paediatric Disorders
B9D2	Severe Paediatric Disorders
BAAT	Severe Paediatric Disorders
BACH2	Severe Paediatric Disorders
BAG3	Severe Paediatric Disorders
BBS1	Severe Paediatric Disorders
BBS10	Severe Paediatric Disorders
BBS12	Severe Paediatric Disorders
BBS2	Severe Paediatric Disorders
BBS4	Severe Paediatric Disorders
BBS5	Severe Paediatric Disorders
BBS7	Severe Paediatric Disorders
BBS9	Severe Paediatric Disorders
BCAP31	Severe Paediatric Disorders
BCKDHA	Severe Paediatric Disorders
BCKDHB	Severe Paediatric Disorders
BCKDK	Severe Paediatric Disorders
BCL11A	Severe Paediatric Disorders
BCL11B	Severe Paediatric Disorders
BCOR	Severe Paediatric Disorders
BCS1L	Severe Paediatric Disorders
BEAN1	Severe Paediatric Disorders
BFSP2	Severe Paediatric Disorders
BGN	Severe Paediatric Disorders
BHLHA9	Severe Paediatric Disorders
BICD2	Severe Paediatric Disorders
BIN1	Severe Paediatric Disorders
BLM	Severe Paediatric Disorders
BLOC1S3	Severe Paediatric Disorders
BLOC1S6	Severe Paediatric Disorders
BMP1	Severe Paediatric Disorders
BMP2	Severe Paediatric Disorders
BMP4	Severe Paediatric Disorders
BMPER	Severe Paediatric Disorders
BMPR1A	Severe Paediatric Disorders
BMPR1B	Severe Paediatric Disorders
BNC2	Severe Paediatric Disorders
BOLA3	Severe Paediatric Disorders
BPTF	Severe Paediatric Disorders
BRAF	Severe Paediatric Disorders
BRAT1	Severe Paediatric Disorders
BRCA1	Severe Paediatric Disorders
BRCA2	Severe Paediatric Disorders
BRD4	Severe Paediatric Disorders
BRF1	Severe Paediatric Disorders
BRIP1	Severe Paediatric Disorders
BRPF1	Severe Paediatric Disorders
BRSK2	Severe Paediatric Disorders
BRWD3	Severe Paediatric Disorders
BSCL2	Severe Paediatric Disorders
BSND	Severe Paediatric Disorders
BTD	Severe Paediatric Disorders
BTK	Severe Paediatric Disorders
BUB1B	Severe Paediatric Disorders
C11orf70	Severe Paediatric Disorders
C12orf4	Severe Paediatric Disorders
C12orf57	Severe Paediatric Disorders
C12orf65	Severe Paediatric Disorders
C15orf41	Severe Paediatric Disorders
C19orf12	Severe Paediatric Disorders
C19orf70	Severe Paediatric Disorders
C1QA	Severe Paediatric Disorders
C1QB	Severe Paediatric Disorders
C1QBP	Severe Paediatric Disorders
C1QC	Severe Paediatric Disorders
C1R	Severe Paediatric Disorders
C1S	Severe Paediatric Disorders
C2	Severe Paediatric Disorders
C21orf2	Severe Paediatric Disorders
C2CD3	Severe Paediatric Disorders
C2orf71	Severe Paediatric Disorders
C3	Severe Paediatric Disorders
C4A	Severe Paediatric Disorders
C4B	Severe Paediatric Disorders
C4orf26	Severe Paediatric Disorders
C5	Severe Paediatric Disorders
C5orf42	Severe Paediatric Disorders
C6	Severe Paediatric Disorders
C7	Severe Paediatric Disorders
C8A	Severe Paediatric Disorders
C8B	Severe Paediatric Disorders
C8G	Severe Paediatric Disorders
C8orf37	Severe Paediatric Disorders
C9	Severe Paediatric Disorders
C9orf72	Severe Paediatric Disorders
CA2	Severe Paediatric Disorders
CA5A	Severe Paediatric Disorders
CA8	Severe Paediatric Disorders
CACNA1A	Severe Paediatric Disorders
CACNA1B	Severe Paediatric Disorders
CACNA1C	Severe Paediatric Disorders
CACNA1D	Severe Paediatric Disorders
CACNA1E	Severe Paediatric Disorders
CACNA1F	Severe Paediatric Disorders
CACNA1G	Severe Paediatric Disorders
CACNA1S	Severe Paediatric Disorders
CACNB4	Severe Paediatric Disorders
CAD	Severe Paediatric Disorders
CAMK2A	Severe Paediatric Disorders
CAMK2B	Severe Paediatric Disorders
CAMTA1	Severe Paediatric Disorders
CANT1	Severe Paediatric Disorders
CAPN1	Severe Paediatric Disorders
CAPN3	Severe Paediatric Disorders
CARD11	Severe Paediatric Disorders
CARD14	Severe Paediatric Disorders
CARD9	Severe Paediatric Disorders
CARMIL2	Severe Paediatric Disorders
CARS	Severe Paediatric Disorders
CARS2	Severe Paediatric Disorders
CASK	Severe Paediatric Disorders
CASP10	Severe Paediatric Disorders
CASQ1	Severe Paediatric Disorders
CASQ2	Severe Paediatric Disorders
CASR	Severe Paediatric Disorders
CAT	Severe Paediatric Disorders
CAV3	Severe Paediatric Disorders
CAVIN1	Severe Paediatric Disorders
CBL	Severe Paediatric Disorders
CBS	Severe Paediatric Disorders
CC2D1A	Severe Paediatric Disorders
CC2D2A	Severe Paediatric Disorders
CCBE1	Severe Paediatric Disorders
CCDC103	Severe Paediatric Disorders
CCDC114	Severe Paediatric Disorders
CCDC115	Severe Paediatric Disorders
CCDC22	Severe Paediatric Disorders
CCDC39	Severe Paediatric Disorders
CCDC40	Severe Paediatric Disorders
CCDC47	Severe Paediatric Disorders
CCDC65	Severe Paediatric Disorders
CCDC8	Severe Paediatric Disorders
CCDC88C	Severe Paediatric Disorders
CCND2	Severe Paediatric Disorders
CCNO	Severe Paediatric Disorders
CCT5	Severe Paediatric Disorders
CD19	Severe Paediatric Disorders
CD247	Severe Paediatric Disorders
CD27	Severe Paediatric Disorders
CD3D	Severe Paediatric Disorders
CD3E	Severe Paediatric Disorders
CD3G	Severe Paediatric Disorders
CD40	Severe Paediatric Disorders
CD40LG	Severe Paediatric Disorders
CD55	Severe Paediatric Disorders
CD59	Severe Paediatric Disorders
CD70	Severe Paediatric Disorders
CD79A	Severe Paediatric Disorders
CD79B	Severe Paediatric Disorders
CD81	Severe Paediatric Disorders
CD8A	Severe Paediatric Disorders
CDAN1	Severe Paediatric Disorders
CDC42	Severe Paediatric Disorders
CDC45	Severe Paediatric Disorders
CDCA7	Severe Paediatric Disorders
CDH1	Severe Paediatric Disorders
CDH11	Severe Paediatric Disorders
CDH15	Severe Paediatric Disorders
CDH23	Severe Paediatric Disorders
CDH3	Severe Paediatric Disorders
CDK10	Severe Paediatric Disorders
CDK13	Severe Paediatric Disorders
CDK5RAP2	Severe Paediatric Disorders
CDK8	Severe Paediatric Disorders
CDKL5	Severe Paediatric Disorders
CDKN1C	Severe Paediatric Disorders
CDON	Severe Paediatric Disorders
CDSN	Severe Paediatric Disorders
CDT1	Severe Paediatric Disorders
CDX1	Severe Paediatric Disorders
CEBPE	Severe Paediatric Disorders
CENPF	Severe Paediatric Disorders
CENPJ	Severe Paediatric Disorders
CEP104	Severe Paediatric Disorders
CEP120	Severe Paediatric Disorders
CEP135	Severe Paediatric Disorders
CEP152	Severe Paediatric Disorders
CEP164	Severe Paediatric Disorders
CEP290	Severe Paediatric Disorders
CEP41	Severe Paediatric Disorders
CEP57	Severe Paediatric Disorders
CEP63	Severe Paediatric Disorders
CEP83	Severe Paediatric Disorders
CFC1	Severe Paediatric Disorders
CFD	Severe Paediatric Disorders
CFH	Severe Paediatric Disorders
CFHR5	Severe Paediatric Disorders
CFI	Severe Paediatric Disorders
CFL2	Severe Paediatric Disorders
CFP	Severe Paediatric Disorders
CFTR	Severe Paediatric Disorders
CHAMP1	Severe Paediatric Disorders
CHAT	Severe Paediatric Disorders
CHCHD10	Severe Paediatric Disorders
CHD2	Severe Paediatric Disorders
CHD3	Severe Paediatric Disorders
CHD4	Severe Paediatric Disorders
CHD7	Severe Paediatric Disorders
CHD8	Severe Paediatric Disorders
CHKB	Severe Paediatric Disorders
CHM	Severe Paediatric Disorders
CHMP1A	Severe Paediatric Disorders
CHMP2B	Severe Paediatric Disorders
CHRDL1	Severe Paediatric Disorders
CHRNA1	Severe Paediatric Disorders
CHRNA2	Severe Paediatric Disorders
CHRNA4	Severe Paediatric Disorders
CHRNB1	Severe Paediatric Disorders
CHRNB2	Severe Paediatric Disorders
CHRND	Severe Paediatric Disorders
CHRNE	Severe Paediatric Disorders
CHRNG	Severe Paediatric Disorders
CHST14	Severe Paediatric Disorders
CHST3	Severe Paediatric Disorders
CHST6	Severe Paediatric Disorders
CHSY1	Severe Paediatric Disorders
CHUK	Severe Paediatric Disorders
CIB2	Severe Paediatric Disorders
CIC	Severe Paediatric Disorders
CIITA	Severe Paediatric Disorders
CISD2	Severe Paediatric Disorders
CIT	Severe Paediatric Disorders
CKAP2L	Severe Paediatric Disorders
CLCN2	Severe Paediatric Disorders
CLCN4	Severe Paediatric Disorders
CLCN5	Severe Paediatric Disorders
CLCN7	Severe Paediatric Disorders
CLDN1	Severe Paediatric Disorders
CLDN14	Severe Paediatric Disorders
CLDN16	Severe Paediatric Disorders
CLDN19	Severe Paediatric Disorders
CLN3	Severe Paediatric Disorders
CLN5	Severe Paediatric Disorders
CLN6	Severe Paediatric Disorders
CLN8	Severe Paediatric Disorders
CLP1	Severe Paediatric Disorders
CLPB	Severe Paediatric Disorders
CLPP	Severe Paediatric Disorders
CLRN1	Severe Paediatric Disorders
CLTC	Severe Paediatric Disorders
CNBP	Severe Paediatric Disorders
CNGB3	Severe Paediatric Disorders
CNKSR2	Severe Paediatric Disorders
CNNM2	Severe Paediatric Disorders
CNOT1	Severe Paediatric Disorders
CNOT3	Severe Paediatric Disorders
CNPY3	Severe Paediatric Disorders
CNTNAP1	Severe Paediatric Disorders
CNTNAP2	Severe Paediatric Disorders
COA6	Severe Paediatric Disorders
COA7	Severe Paediatric Disorders
COASY	Severe Paediatric Disorders
COCH	Severe Paediatric Disorders
COG1	Severe Paediatric Disorders
COG4	Severe Paediatric Disorders
COG5	Severe Paediatric Disorders
COG6	Severe Paediatric Disorders
COG7	Severe Paediatric Disorders
COG8	Severe Paediatric Disorders
COL10A1	Severe Paediatric Disorders
