entrez-gene-symbol	disease_name
TRMT10C	Paediatric disorders
TRMT5	Paediatric disorders
TRMU	Paediatric disorders
TRNT1	Paediatric disorders
TRPM1	Paediatric disorders
TRPM6	Paediatric disorders
TRPS1	Paediatric disorders
TRPV4	Paediatric disorders
TRPV6	Paediatric disorders
TRRAP	Paediatric disorders
TSC1	Paediatric disorders
TSC2	Paediatric disorders
TSEN2	Paediatric disorders
TSEN34	Paediatric disorders
TSEN54	Paediatric disorders
TSFM	Paediatric disorders
TSHB	Paediatric disorders
TSHR	Paediatric disorders
TSPAN7	Paediatric disorders
TTC19	Paediatric disorders
TTC21B	Paediatric disorders
TTC37	Paediatric disorders
TTC7A	Paediatric disorders
TTC8	Paediatric disorders
TTI2	Paediatric disorders
TTN	Paediatric disorders
TTPA	Paediatric disorders
TUBA1A	Paediatric disorders
TUBA8	Paediatric disorders
TUBB	Paediatric disorders
TUBB2A	Paediatric disorders
TUBB2B	Paediatric disorders
TUBB3	Paediatric disorders
TUBB4A	Paediatric disorders
TUBG1	Paediatric disorders
TUBGCP6	Paediatric disorders
TUFM	Paediatric disorders
TUSC3	Paediatric disorders
TWIST1	Paediatric disorders
TWIST2	Paediatric disorders
TWNK	Paediatric disorders
TXNDC15	Paediatric disorders
TXNL4A	Paediatric disorders
TYMP	Paediatric disorders
TYR	Paediatric disorders
TYROBP	Paediatric disorders
TYRP1	Paediatric disorders
UBA5	Paediatric disorders
UBE2A	Paediatric disorders
UBE2T	Paediatric disorders
UBE3A	Paediatric disorders
UBE3B	Paediatric disorders
UBR1	Paediatric disorders
UBTF	Paediatric disorders
UFC1	Paediatric disorders
UFM1	Paediatric disorders
UGP2	Paediatric disorders
UGT1A1	Paediatric disorders
UMOD	Paediatric disorders
UMPS	Paediatric disorders
UNC80	Paediatric disorders
UPB1	Paediatric disorders
UPF3B	Paediatric disorders
UQCC2	Paediatric disorders
UQCRB	Paediatric disorders
UROC1	Paediatric disorders
UROD	Paediatric disorders
UROS	Paediatric disorders
USB1	Paediatric disorders
USP9X	Paediatric disorders
UVSSA	Paediatric disorders
VAMP1	Paediatric disorders
VAMP2	Paediatric disorders
VARS	Paediatric disorders
VARS2	Paediatric disorders
VDR	Paediatric disorders
VIPAS39	Paediatric disorders
VKORC1	Paediatric disorders
VLDLR	Paediatric disorders
VPS13B	Paediatric disorders
VPS33B	Paediatric disorders
VPS53	Paediatric disorders
VRK1	Paediatric disorders
VSX2	Paediatric disorders
WAC	Paediatric disorders
WARS2	Paediatric disorders
WASF1	Paediatric disorders
WDPCP	Paediatric disorders
WDR11	Paediatric disorders
WDR19	Paediatric disorders
WDR26	Paediatric disorders
WDR34	Paediatric disorders
WDR35	Paediatric disorders
WDR37	Paediatric disorders
WDR45	Paediatric disorders
WDR45B	Paediatric disorders
WDR60	Paediatric disorders
WDR62	Paediatric disorders
WDR73	Paediatric disorders
WDR81	Paediatric disorders
WFS1	Paediatric disorders
WISP3	Paediatric disorders
WNT1	Paediatric disorders
WNT10B	Paediatric disorders
WNT3	Paediatric disorders
WNT5A	Paediatric disorders
WNT7A	Paediatric disorders
WRAP53	Paediatric disorders
WT1	Paediatric disorders
WWOX	Paediatric disorders
XDH	Paediatric disorders
XPA	Paediatric disorders
XPC	Paediatric disorders
XRCC4	Paediatric disorders
XYLT1	Paediatric disorders
XYLT2	Paediatric disorders
YARS2	Paediatric disorders
YWHAG	Paediatric disorders
YY1	Paediatric disorders
ZBTB18	Paediatric disorders
ZBTB20	Paediatric disorders
ZBTB24	Paediatric disorders
ZC4H2	Paediatric disorders
ZDHHC9	Paediatric disorders
ZEB2	Paediatric disorders
ZFP57	Paediatric disorders
ZFYVE26	Paediatric disorders
ZIC1	Paediatric disorders
ZIC2	Paediatric disorders
ZIC3	Paediatric disorders
ZMIZ1	Paediatric disorders
ZMPSTE24	Paediatric disorders
ZMYND11	Paediatric disorders
ZNF142	Paediatric disorders
ZNF462	Paediatric disorders
ZNF711	Paediatric disorders
ZSWIM6	Paediatric disorders
AAAS	Fetal anomalies
ABCA12	Fetal anomalies
ABCC6	Fetal anomalies
ABCC9	Fetal anomalies
ABHD5	Fetal anomalies
ACAD9	Fetal anomalies
ACADVL	Fetal anomalies
ACAN	Fetal anomalies
ACE	Fetal anomalies
ACOX1	Fetal anomalies
ACP5	Fetal anomalies
ACTA1	Fetal anomalies
ACTA2	Fetal anomalies
ACTB	Fetal anomalies
ACTC1	Fetal anomalies
ACTG1	Fetal anomalies
ACTG2	Fetal anomalies
ACY1	Fetal anomalies
ADAMTS10	Fetal anomalies
ADAMTS17	Fetal anomalies
ADAMTSL2	Fetal anomalies
ADAR	Fetal anomalies
ADGRG1	Fetal anomalies
ADGRG6	Fetal anomalies
ADNP	Fetal anomalies
ADSL	Fetal anomalies
AFF4	Fetal anomalies
AGK	Fetal anomalies
AGL	Fetal anomalies
AGPS	Fetal anomalies
AHDC1	Fetal anomalies
AHI1	Fetal anomalies
AKT1	Fetal anomalies
AKT3	Fetal anomalies
ALDH18A1	Fetal anomalies
ALDH1A3	Fetal anomalies
ALDH3A2	Fetal anomalies
ALDH7A1	Fetal anomalies
ALDOA	Fetal anomalies
ALG1	Fetal anomalies
ALG12	Fetal anomalies
ALG3	Fetal anomalies
ALG6	Fetal anomalies
ALG8	Fetal anomalies
ALG9	Fetal anomalies
ALMS1	Fetal anomalies
ALPL	Fetal anomalies
ALX1	Fetal anomalies
ALX3	Fetal anomalies
ALX4	Fetal anomalies
AMER1	Fetal anomalies
AMPD2	Fetal anomalies
AMT	Fetal anomalies
ANAPC1	Fetal anomalies
ANKH	Fetal anomalies
ANKRD11	Fetal anomalies
ANOS1	Fetal anomalies
ANTXR1	Fetal anomalies
AP1S2	Fetal anomalies
AP4E1	Fetal anomalies
AR	Fetal anomalies
ARCN1	Fetal anomalies
ARHGAP31	Fetal anomalies
ARID1A	Fetal anomalies
ARID1B	Fetal anomalies
ARL13B	Fetal anomalies
ARL6	Fetal anomalies
ARMC4	Fetal anomalies
ARMC9	Fetal anomalies
ARSA	Fetal anomalies
ARSB	Fetal anomalies
ARSE	Fetal anomalies
ARX	Fetal anomalies
ASAH1	Fetal anomalies
ASCC1	Fetal anomalies
ASNS	Fetal anomalies
ASPA	Fetal anomalies
ASPM	Fetal anomalies
ASS1	Fetal anomalies
ASXL1	Fetal anomalies
ATAD3A	Fetal anomalies
ATIC	Fetal anomalies
ATP6V0A2	Fetal anomalies
ATP7A	Fetal anomalies
ATRX	Fetal anomalies
B3GALT6	Fetal anomalies
B3GAT3	Fetal anomalies
B3GLCT	Fetal anomalies
B4GALT7	Fetal anomalies
BBS1	Fetal anomalies
BBS10	Fetal anomalies
BBS12	Fetal anomalies
BBS2	Fetal anomalies
BBS4	Fetal anomalies
BBS5	Fetal anomalies
BBS7	Fetal anomalies
BBS9	Fetal anomalies
BCAP31	Fetal anomalies
BCL11A	Fetal anomalies
BCOR	Fetal anomalies
BCS1L	Fetal anomalies
BFSP2	Fetal anomalies
BGN	Fetal anomalies
BHLHA9	Fetal anomalies
BICD2	Fetal anomalies
BIN1	Fetal anomalies
BLM	Fetal anomalies
BMP1	Fetal anomalies
BMP2	Fetal anomalies
BMP4	Fetal anomalies
BMPER	Fetal anomalies
BMPR1B	Fetal anomalies
BRAF	Fetal anomalies
BRAT1	Fetal anomalies
BRCA2	Fetal anomalies
BRIP1	Fetal anomalies
BRPF1	Fetal anomalies
BSND	Fetal anomalies
BTD	Fetal anomalies
BUB1B	Fetal anomalies
C11orf70	Fetal anomalies
C12orf65	Fetal anomalies
C21orf2	Fetal anomalies
C5orf42	Fetal anomalies
C8orf37	Fetal anomalies
CA2	Fetal anomalies
CA8	Fetal anomalies
CACNA1C	Fetal anomalies
CACNA1E	Fetal anomalies
CASK	Fetal anomalies
CBL	Fetal anomalies
CC2D2A	Fetal anomalies
CCBE1	Fetal anomalies
CCDC103	Fetal anomalies
CCDC114	Fetal anomalies
CCDC39	Fetal anomalies
CCDC40	Fetal anomalies
CCND2	Fetal anomalies
CDAN1	Fetal anomalies
CDC45	Fetal anomalies
CDC6	Fetal anomalies
CDH1	Fetal anomalies
CDH3	Fetal anomalies
CDK13	Fetal anomalies
CDKL5	Fetal anomalies
CDKN1C	Fetal anomalies
CDON	Fetal anomalies
CDT1	Fetal anomalies
CENPJ	Fetal anomalies
CEP104	Fetal anomalies
CEP152	Fetal anomalies
CEP164	Fetal anomalies
CEP290	Fetal anomalies
CEP41	Fetal anomalies
CEP55	Fetal anomalies
CEP57	Fetal anomalies
CEP83	Fetal anomalies
CFC1	Fetal anomalies
CFTR	Fetal anomalies
CHAMP1	Fetal anomalies
CHAT	Fetal anomalies
CHD4	Fetal anomalies
CHD7	Fetal anomalies
CHKB	Fetal anomalies
CHRNA1	Fetal anomalies
CHRND	Fetal anomalies
CHRNG	Fetal anomalies
CHST14	Fetal anomalies
CHST3	Fetal anomalies
CHSY1	Fetal anomalies
CHUK	Fetal anomalies
CKAP2L	Fetal anomalies
CLCN7	Fetal anomalies
CLPB	Fetal anomalies
CNOT1	Fetal anomalies
CNOT3	Fetal anomalies
CNTNAP1	Fetal anomalies
CNTNAP2	Fetal anomalies
COASY	Fetal anomalies
COG1	Fetal anomalies
COG4	Fetal anomalies
COG7	Fetal anomalies
COG8	Fetal anomalies
COL10A1	Fetal anomalies
COL11A1	Fetal anomalies
COL11A2	Fetal anomalies
COL18A1	Fetal anomalies
COL1A1	Fetal anomalies
COL1A2	Fetal anomalies
COL2A1	Fetal anomalies
COL4A1	Fetal anomalies
COL4A2	Fetal anomalies
COL4A3BP	Fetal anomalies
COL6A1	Fetal anomalies
COL6A2	Fetal anomalies
COL6A3	Fetal anomalies
COL9A1	Fetal anomalies
COL9A2	Fetal anomalies
COLEC11	Fetal anomalies
COQ4	Fetal anomalies
COQ9	Fetal anomalies
COX7B	Fetal anomalies
CPT2	Fetal anomalies
CRB2	Fetal anomalies
CREBBP	Fetal anomalies
CRLF1	Fetal anomalies
CRTAP	Fetal anomalies
CRYAA	Fetal anomalies
CRYBA1	Fetal anomalies
CRYBA4	Fetal anomalies
CRYBB1	Fetal anomalies
CRYBB2	Fetal anomalies
CRYBB3	Fetal anomalies
CRYGC	Fetal anomalies
CRYGD	Fetal anomalies
CSNK2A1	Fetal anomalies
CSPP1	Fetal anomalies
CTC1	Fetal anomalies
CTCF	Fetal anomalies
CTNNB1	Fetal anomalies
CTSA	Fetal anomalies
CTSD	Fetal anomalies
CTSK	Fetal anomalies
CUL4B	Fetal anomalies
CUL7	Fetal anomalies
CWC27	Fetal anomalies
CYP11A1	Fetal anomalies
CYP11B1	Fetal anomalies
CYP17A1	Fetal anomalies
CYP1B1	Fetal anomalies
CYP21A2	Fetal anomalies
CYP2U1	Fetal anomalies
DAG1	Fetal anomalies
DARS	Fetal anomalies
DCHS1	Fetal anomalies
DCX	Fetal anomalies
DDR2	Fetal anomalies
DDX11	Fetal anomalies
DDX3X	Fetal anomalies
DHCR24	Fetal anomalies
DHCR7	Fetal anomalies
DHFR	Fetal anomalies
DHODH	Fetal anomalies
DIS3L2	Fetal anomalies
DKC1	Fetal anomalies
DLL3	Fetal anomalies
DLL4	Fetal anomalies
DMPK	Fetal anomalies
DNAAF1	Fetal anomalies
DNAAF3	Fetal anomalies
DNAAF4	Fetal anomalies
DNAH11	Fetal anomalies
DNAH5	Fetal anomalies
DNAH9	Fetal anomalies
DNAI1	Fetal anomalies
DNMT3A	Fetal anomalies
DNMT3B	Fetal anomalies
DOCK6	Fetal anomalies
DOK7	Fetal anomalies
DOLK	Fetal anomalies
DPAGT1	Fetal anomalies
DPM1	Fetal anomalies
DSP	Fetal anomalies
DSTYK	Fetal anomalies
DVL1	Fetal anomalies
DVL3	Fetal anomalies
DYM	Fetal anomalies
DYNC1H1	Fetal anomalies
DYNC2H1	Fetal anomalies
DYRK1A	Fetal anomalies
EBF3	Fetal anomalies
EBP	Fetal anomalies
ECEL1	Fetal anomalies
EDA	Fetal anomalies
EDNRA	Fetal anomalies
EDNRB	Fetal anomalies
EFNB1	Fetal anomalies
EFTUD2	Fetal anomalies
EHMT1	Fetal anomalies
EIF2AK3	Fetal anomalies
EIF2B2	Fetal anomalies
EIF2B3	Fetal anomalies
EIF4A3	Fetal anomalies
ELAC2	Fetal anomalies
ELN	Fetal anomalies
ELOVL4	Fetal anomalies
EMD	Fetal anomalies
EOGT	Fetal anomalies
EP300	Fetal anomalies
EPG5	Fetal anomalies
EPHB4	Fetal anomalies
ERCC1	Fetal anomalies
ERCC2	Fetal anomalies
ERCC3	Fetal anomalies
ERCC4	Fetal anomalies
ERCC5	Fetal anomalies
ERCC6	Fetal anomalies
ERCC8	Fetal anomalies
ERF	Fetal anomalies
ESCO2	Fetal anomalies
ETFA	Fetal anomalies
ETFB	Fetal anomalies
ETFDH	Fetal anomalies
EVC	Fetal anomalies
EVC2	Fetal anomalies
EXOC3L2	Fetal anomalies
EXOSC3	Fetal anomalies
EXT1	Fetal anomalies
EXT2	Fetal anomalies
EYA1	Fetal anomalies
EZH2	Fetal anomalies
FAH	Fetal anomalies
FAM111A	Fetal anomalies
FAM126A	Fetal anomalies
FAM20A	Fetal anomalies
FAM20C	Fetal anomalies
FAM58A	Fetal anomalies
FANCA	Fetal anomalies
FANCB	Fetal anomalies
FANCC	Fetal anomalies
FANCD2	Fetal anomalies
FANCE	Fetal anomalies
FANCF	Fetal anomalies
FANCG	Fetal anomalies
FANCI	Fetal anomalies
FAR1	Fetal anomalies
FAT4	Fetal anomalies
FBLN5	Fetal anomalies
FBN1	Fetal anomalies
FBN2	Fetal anomalies
FBXL4	Fetal anomalies
FGD1	Fetal anomalies
FGF10	Fetal anomalies
FGF3	Fetal anomalies
FGF8	Fetal anomalies
FGFR1	Fetal anomalies
FGFR2	Fetal anomalies
FGFR3	Fetal anomalies
FH	Fetal anomalies
FKBP14	Fetal anomalies
FKRP	Fetal anomalies
FKTN	Fetal anomalies
FLNA	Fetal anomalies
FLNB	Fetal anomalies
FLT4	Fetal anomalies
FLVCR2	Fetal anomalies
FOLR1	Fetal anomalies
FOXC1	Fetal anomalies
FOXC2	Fetal anomalies
FOXE1	Fetal anomalies
FOXE3	Fetal anomalies
FOXF1	Fetal anomalies
FOXG1	Fetal anomalies
FOXP3	Fetal anomalies
FOXRED1	Fetal anomalies
FRAS1	Fetal anomalies
FREM1	Fetal anomalies
FREM2	Fetal anomalies
FRMD4A	Fetal anomalies
FTL	Fetal anomalies
FYCO1	Fetal anomalies
G6PC3	Fetal anomalies
GAA	Fetal anomalies
GALC	Fetal anomalies
GALE	Fetal anomalies
GALK1	Fetal anomalies
GALNS	Fetal anomalies
GATA2	Fetal anomalies
GATA4	Fetal anomalies
GATA6	Fetal anomalies
GBA	Fetal anomalies
GBA2	Fetal anomalies
GBE1	Fetal anomalies
GCDH	Fetal anomalies
GDF5	Fetal anomalies
GDF6	Fetal anomalies
GFAP	Fetal anomalies
GFM1	Fetal anomalies
GJA1	Fetal anomalies
GJA3	Fetal anomalies
GJA8	Fetal anomalies
GJC2	Fetal anomalies
GLA	Fetal anomalies
GLB1	Fetal anomalies
GLDC	Fetal anomalies
GLDN	Fetal anomalies
GLE1	Fetal anomalies
GLI2	Fetal anomalies
GLI3	Fetal anomalies
GLIS3	Fetal anomalies
GLUL	Fetal anomalies
GMPPB	Fetal anomalies
GNAI3	Fetal anomalies
GNAO1	Fetal anomalies
GNAS	Fetal anomalies
GNB1	Fetal anomalies
GNPAT	Fetal anomalies
GNPTAB	Fetal anomalies
GNPTG	Fetal anomalies
GNS	Fetal anomalies
GORAB	Fetal anomalies
GPC3	Fetal anomalies
GPI	Fetal anomalies
GPSM2	Fetal anomalies
GREB1L	Fetal anomalies
GRHL3	Fetal anomalies
GRIN1	Fetal anomalies
GRIN2B	Fetal anomalies
GRIP1	Fetal anomalies
GTF2H5	Fetal anomalies
GTPBP3	Fetal anomalies
GUCY2C	Fetal anomalies
GUSB	Fetal anomalies
HAAO	Fetal anomalies
HADHA	Fetal anomalies
HBA1	Fetal anomalies
HBA2	Fetal anomalies
HCCS	Fetal anomalies
HCFC1	Fetal anomalies
HDAC8	Fetal anomalies
HES7	Fetal anomalies
HIBCH	Fetal anomalies
HIVEP2	Fetal anomalies
HNF1B	Fetal anomalies
HNF4A	Fetal anomalies
HNRNPK	Fetal anomalies
HOXA1	Fetal anomalies
HOXA13	Fetal anomalies
HOXD13	Fetal anomalies
HPSE2	Fetal anomalies
HR	Fetal anomalies
HRAS	Fetal anomalies
HSD17B3	Fetal anomalies
HSD17B4	Fetal anomalies
HSF4	Fetal anomalies
HSPD1	Fetal anomalies
HSPG2	Fetal anomalies
HUWE1	Fetal anomalies
HYLS1	Fetal anomalies
IARS	Fetal anomalies
IDS	Fetal anomalies
IDUA	Fetal anomalies
IER3IP1	Fetal anomalies
IFIH1	Fetal anomalies
IFITM5	Fetal anomalies
IFT122	Fetal anomalies
IFT140	Fetal anomalies
IFT172	Fetal anomalies
IFT43	Fetal anomalies
IFT80	Fetal anomalies
IGF1	Fetal anomalies
IGF1R	Fetal anomalies
IGF2	Fetal anomalies
IGHMBP2	Fetal anomalies
IHH	Fetal anomalies
IKBKG	Fetal anomalies
IL11RA	Fetal anomalies
IL1RAPL1	Fetal anomalies
IMPAD1	Fetal anomalies
INPP5E	Fetal anomalies
INPPL1	Fetal anomalies
INSR	Fetal anomalies
INTU	Fetal anomalies
INVS	Fetal anomalies
IQCB1	Fetal anomalies
IRF6	Fetal anomalies
ISPD	Fetal anomalies
ITGA3	Fetal anomalies
ITGA6	Fetal anomalies
ITGB4	Fetal anomalies
JAG1	Fetal anomalies
KANSL1	Fetal anomalies
KAT6A	Fetal anomalies
KAT6B	Fetal anomalies
KCNJ1	Fetal anomalies
KCNJ2	Fetal anomalies
KCTD1	Fetal anomalies
KDM5C	Fetal anomalies
KDM6A	Fetal anomalies
KIAA0586	Fetal anomalies
KIAA1109	Fetal anomalies
KIF11	Fetal anomalies
KIF1A	Fetal anomalies
KIF1BP	Fetal anomalies
KIF22	Fetal anomalies
KIF7	Fetal anomalies
KLF1	Fetal anomalies
KLHL40	Fetal anomalies
KLHL41	Fetal anomalies
KMT2A	Fetal anomalies
KMT2C	Fetal anomalies
KMT2D	Fetal anomalies
KRAS	Fetal anomalies
KRIT1	Fetal anomalies
KYNU	Fetal anomalies
L1CAM	Fetal anomalies
L2HGDH	Fetal anomalies
LAMA1	Fetal anomalies
LAMA2	Fetal anomalies
LAMC3	Fetal anomalies
LARGE1	Fetal anomalies
LARP7	Fetal anomalies
LBR	Fetal anomalies
LFNG	Fetal anomalies
LGI4	Fetal anomalies
LHX3	Fetal anomalies
LHX4	Fetal anomalies
LIFR	Fetal anomalies
LIG4	Fetal anomalies
LIPA	Fetal anomalies
LMBR1	Fetal anomalies
LMBRD1	Fetal anomalies
LMNA	Fetal anomalies
LMOD3	Fetal anomalies
LMX1B	Fetal anomalies
LRP2	Fetal anomalies
LRP4	Fetal anomalies
LRP5	Fetal anomalies
LRRC6	Fetal anomalies
LTBP3	Fetal anomalies
LTBP4	Fetal anomalies
LYST	Fetal anomalies
LZTFL1	Fetal anomalies
LZTR1	Fetal anomalies
MAB21L2	Fetal anomalies
MAF	Fetal anomalies
MAFB	Fetal anomalies
MAGEL2	Fetal anomalies
MAP2K1	Fetal anomalies
MAP2K2	Fetal anomalies
MAP3K1	Fetal anomalies
MAPRE2	Fetal anomalies
MASP1	Fetal anomalies
MATN3	Fetal anomalies
MBTPS2	Fetal anomalies
MCOLN1	Fetal anomalies
MCPH1	Fetal anomalies
MED12	Fetal anomalies
MEF2C	Fetal anomalies
MEGF10	Fetal anomalies
MEGF8	Fetal anomalies
MESP2	Fetal anomalies
MFRP	Fetal anomalies
MFSD2A	Fetal anomalies
MGP	Fetal anomalies
MID1	Fetal anomalies
MKKS	Fetal anomalies
MKS1	Fetal anomalies
MLC1	Fetal anomalies
MLYCD	Fetal anomalies
MMACHC	Fetal anomalies
MMADHC	Fetal anomalies
MMP13	Fetal anomalies
MMP21	Fetal anomalies
MNX1	Fetal anomalies
MOCS1	Fetal anomalies
MOCS2	Fetal anomalies
MPDU1	Fetal anomalies
MPLKIP	Fetal anomalies
MRPS22	Fetal anomalies
MSL3	Fetal anomalies
MSX1	Fetal anomalies
MSX2	Fetal anomalies
MTM1	Fetal anomalies
MTO1	Fetal anomalies
MTOR	Fetal anomalies
MUSK	Fetal anomalies
MYBPC1	Fetal anomalies
MYCN	Fetal anomalies
MYH10	Fetal anomalies
MYH11	Fetal anomalies
MYH3	Fetal anomalies
MYH6	Fetal anomalies
MYH8	Fetal anomalies
MYH9	Fetal anomalies
MYRF	Fetal anomalies
MYT1	Fetal anomalies
NAA10	Fetal anomalies
NACC1	Fetal anomalies
NAGA	Fetal anomalies
NALCN	Fetal anomalies
NANS	Fetal anomalies
NBAS	Fetal anomalies
NBN	Fetal anomalies
NDE1	Fetal anomalies
NDP	Fetal anomalies
NDUFAF5	Fetal anomalies
NEB	Fetal anomalies
NECTIN4	Fetal anomalies
NEK1	Fetal anomalies
NEU1	Fetal anomalies
NF1	Fetal anomalies
NFIX	Fetal anomalies
NHEJ1	Fetal anomalies
NHS	Fetal anomalies
NIPBL	Fetal anomalies
NKX2-5	Fetal anomalies
NKX3-2	Fetal anomalies
NODAL	Fetal anomalies
NOG	Fetal anomalies
NOTCH1	Fetal anomalies
NOTCH2	Fetal anomalies
NPC1	Fetal anomalies
NPC2	Fetal anomalies
NPHP1	Fetal anomalies
NPHP3	Fetal anomalies
NPHP4	Fetal anomalies
NPHS1	Fetal anomalies
NPR2	Fetal anomalies
NR0B1	Fetal anomalies
NR2F2	Fetal anomalies
NR5A1	Fetal anomalies
NRAS	Fetal anomalies
NSD1	Fetal anomalies
NSDHL	Fetal anomalies
NUBPL	Fetal anomalies
NUP107	Fetal anomalies
OBSL1	Fetal anomalies
OCLN	Fetal anomalies
OCRL	Fetal anomalies
OFD1	Fetal anomalies
OPHN1	Fetal anomalies
ORC1	Fetal anomalies
ORC4	Fetal anomalies
ORC6	Fetal anomalies
OSTM1	Fetal anomalies
OTX2	Fetal anomalies
P3H1	Fetal anomalies
PAFAH1B1	Fetal anomalies
PAK3	Fetal anomalies
PALB2	Fetal anomalies
PAPSS2	Fetal anomalies
PARN	Fetal anomalies
PAX2	Fetal anomalies
PAX3	Fetal anomalies
PAX6	Fetal anomalies
PAX8	Fetal anomalies
PCGF2	Fetal anomalies
PCNT	Fetal anomalies
PCYT1A	Fetal anomalies
PDCD10	Fetal anomalies
PDE4D	Fetal anomalies
PDGFRB	Fetal anomalies
PDHA1	Fetal anomalies
PEPD	Fetal anomalies
PEX1	Fetal anomalies
PEX10	Fetal anomalies
PEX11B	Fetal anomalies
PEX12	Fetal anomalies
PEX13	Fetal anomalies
PEX14	Fetal anomalies
PEX16	Fetal anomalies
PEX19	Fetal anomalies
PEX2	Fetal anomalies
PEX26	Fetal anomalies
PEX3	Fetal anomalies
PEX5	Fetal anomalies
PEX6	Fetal anomalies
PEX7	Fetal anomalies
PGAP2	Fetal anomalies
PGAP3	Fetal anomalies
PGM1	Fetal anomalies
PHF6	Fetal anomalies
PHF8	Fetal anomalies
PHGDH	Fetal anomalies
PHIP	Fetal anomalies
PHOX2B	Fetal anomalies
PIEZO1	Fetal anomalies
PIEZO2	Fetal anomalies
PIGA	Fetal anomalies
PIGL	Fetal anomalies
PIGO	Fetal anomalies
PIGT	Fetal anomalies
PIGV	Fetal anomalies
PIK3CA	Fetal anomalies
PIK3R1	Fetal anomalies
PIK3R2	Fetal anomalies
PITX2	Fetal anomalies
PITX3	Fetal anomalies
PKD1	Fetal anomalies
PKD1L1	Fetal anomalies
PKD2	Fetal anomalies
PKHD1	Fetal anomalies
PKLR	Fetal anomalies
PLK4	Fetal anomalies
PLOD1	Fetal anomalies
PLOD2	Fetal anomalies
PMM2	Fetal anomalies
PNKP	Fetal anomalies
POC1A	Fetal anomalies
POGZ	Fetal anomalies
POLE	Fetal anomalies
POLR1C	Fetal anomalies
POLR1D	Fetal anomalies
POLR3A	Fetal anomalies
POLR3B	Fetal anomalies
POMGNT1	Fetal anomalies
POMGNT2	Fetal anomalies
POMK	Fetal anomalies
POMT1	Fetal anomalies
POMT2	Fetal anomalies
POR	Fetal anomalies
PORCN	Fetal anomalies
POU1F1	Fetal anomalies
PPIB	Fetal anomalies
PPP1CB	Fetal anomalies
PPP2R1A	Fetal anomalies
PPP2R5D	Fetal anomalies
PQBP1	Fetal anomalies
PRG4	Fetal anomalies
PRKAR1A	Fetal anomalies
PRKD1	Fetal anomalies
PRMT7	Fetal anomalies
PRSS56	Fetal anomalies
PSAP	Fetal anomalies
